project,project_path,worker_name,session_id,harness,source_db,source_transcript,source_factory_logs,factory_session,spawn_id,spawn_at,cli,model,effort,transcript_join_key,transcript_joined,session_first_at,session_last_at,task_id,task_title,task_status,task_closed,task_created_at,task_closed_at,lease_acquired_at,lease_released_at,lease_terminal_event,send_back_count,urgent_stop_count,merge_required_count,close_reason,first_push_at,minutes_to_first_push,input_tokens,cached_input_tokens,cache_creation_input_tokens,output_tokens,reasoning_tokens,tool_calls,cost_usd,horizon_date,cost_usd_current
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-lively-jay-7-c902d695-1e24-4aaf-ba27-bfd27b35f8f0,db:unknown:codex-lively-jay-7-c902d695-1e24-4aaf-ba27-bfd27b35f8f0,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-lively-jay-7-c902d695-1e24-4aaf-ba27-bfd27b35f8f0,no,,,cas-49c3,"AFTER PROBES for PR #2187 on deployed staging (P0.2 policy + P0.3 impersonation cleanup): same instruments as Before, fill the Before/After tables with a plain improved/worse/unchanged verdict; disposable-target impersonation survival cell",closed,yes,2026-09-08T22:23:58.532Z,2026-09-08T23:13:09.812Z,2026-09-08T22:48:33.089Z,2026-09-08T23:13:10.029Z,released,0,0,1,"Re-closed after supervisor merged d7bd4ccf5b598d192d0a2a65802a1ddfbf7a6032 into epic at 4c05a7dac22fded08e068cf4ef77fd1917ee1e14. Unified report preserves cas-d240 and cas-49c3 evidence; final close-gate proof passed for clean tree, conflict-free report, 35 API + 20 SDK + 10 page rows, exact bogus-cookie 401/AUTH_INVALID x5, disposable target survival, and sanitized artifacts.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-069e,"Align docs/release-notes/2026-09-09-admin-queue-process-pending-slack.md (#2210) to the posted text and append ## POSTED receipts (01:24Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T01:25:00.400Z,2026-09-09T01:29:52.494Z,2026-09-09T01:27:06.576Z,2026-09-09T01:29:52.502Z,released,0,0,0,"Aligned the queue process-pending note to the posted four bodies, applied the exact 01:24Z Verification text, and appended the complete POSTED block with four receipts. Delivered commit b110b7bc4b432326f4fc79cab1c5d5133c75279e is contained in combined staging merge 280fcfce9f2ee590c5876c9a63fc040862152bdf; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-135c,"Append ## POSTED receipts (02:19Z Sep 9) to docs/release-notes/2026-09-09-header-anonymous-fast-path-slack.md (#2216) and add blank lines between bullets — docs only, worktree only",closed,yes,2026-09-09T02:13:13.623Z,2026-09-09T02:17:15.176Z,2026-09-09T02:14:14.386Z,2026-09-09T02:17:15.184Z,released,0,0,0,Delivered the #2216 release note with the exact four 02:19Z POSTED receipts and blank-line bullet spacing; worker commit 4ca334ae68e2ac894b02e3a4708c9a502e79fe6c is verified in merged staging 80b86c96e.,,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-13ea,"Align docs/release-notes/2026-09-09-admin-analytics-error-feed-slack.md (#2206) to the posted text and append ## POSTED receipts (00:50Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T00:51:06.479Z,2026-09-09T00:56:55.542Z,2026-09-09T00:51:25.476Z,2026-09-09T00:56:55.564Z,released,0,0,0,"Aligned the analytics error-feed note to the posted four fenced bodies, added the exact deployed-feed Verification text, and appended the complete 00:50Z POSTED block with four receipts. Delivered commit 918286b6f317124ac9219d01f20c7c302f540de5 is contained in combined staging merge cc1034737ce3f1d2d267966c2366279e5307d9dc; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-2428,"Align docs/release-notes/2026-09-09-auth-orphan-detection-slack.md (#2211) to the posted text + append ## POSTED receipts (01:29Z Sep 9); record the correction bullet on the P1.1 note — docs only, worktree only",closed,yes,2026-09-09T01:30:18.495Z,2026-09-09T01:34:48.751Z,2026-09-09T01:30:46.064Z,2026-09-09T01:34:48.779Z,released,0,0,0,"Aligned the orphan-detection note to the posted text, appended its complete 01:29Z POSTED block, and added the exact CORRECTION POSTED section and reply receipt to the P1.1 note. Delivered commit 66f4c1937ee58ad704187188485d4a3787be2ce1 is contained in staging merge 63e698c374be1f78997ea9edd60e813ef5f455fd; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-272d,"Align docs/release-notes/2026-09-09-admin-phone-tables-slack.md (#2220) to the posted text and append ## POSTED receipts (02:46Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T02:47:00.304Z,2026-09-09T02:52:59.579Z,2026-09-09T02:47:25.685Z,2026-09-09T02:52:59.587Z,released,0,0,0,"Delivered the #2220 phone-tables note aligned to posted text, with blank-separated reply bullets and all four 02:46Z receipts. Rebased delivery commit 5bb1f0058 and combined tip are verified in staging merge b0289feb2.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-27e7c,"Align docs/release-notes/2026-09-09-admin-queue-retry-failed-slack.md (#2204) to the posted text and append ## POSTED receipts (00:51Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T00:52:50.617Z,2026-09-09T00:57:01.618Z,2026-09-09T00:54:26.104Z,2026-09-09T00:57:01.624Z,released,0,0,0,"Aligned the queue retry note to the posted four fenced bodies, added the exact deployed Queue-page Verification text, and appended the complete 00:51Z POSTED block with four receipts. Delivered commit 8b3f9a083b9861f03299cb46db489a7c584433f0 is contained in combined staging merge cc1034737ce3f1d2d267966c2366279e5307d9dc; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-6818,"Align docs/release-notes/2026-09-09-admin-queue-cron-controls-slack.md (#2215) to the posted text and append ## POSTED receipts (02:05Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T02:06:14.315Z,2026-09-09T02:09:57.513Z,2026-09-09T02:06:47.875Z,2026-09-09T02:09:57.523Z,released,0,0,0,"Aligned the cron-controls release note to the posted text, removed the i18n-audit sentence/path, and appended the complete 02:05Z POSTED block with four receipts. Delivered commit aef9a085fc86adb828f2a9d6de17d97ab5d417d1 is contained in staging merge 5c270d7bd96513948abfeb733b9b25cfdfb084a3; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-775c,"Append ## POSTED receipts (02:48Z Sep 9) to docs/release-notes/2026-09-09-auth-context-failure-no-spurious-signup-slack.md (#2221), set Status POSTED, blank lines between Dev bullets — docs only, worktree only",closed,yes,2026-09-09T02:48:24.167Z,2026-09-09T02:53:10.129Z,2026-09-09T02:49:32.307Z,2026-09-09T02:53:10.135Z,released,0,0,0,"Delivered the #2221 context-failure note with blank-separated Dev bullets, Status POSTED, and all four 02:48Z receipts. Commit 51c512f697bec25640377bcb3563b1e614a7dc19 and staging merge b0289feb2 are verified.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-7bee,"Append ## POSTED receipts (23:38Z) to docs/release-notes/2026-09-08-auth-readiness-no-false-bounce-slack.md on staging and add the ""Orphan check"" bullet to the Dev reply body — docs only, worktree only",closed,yes,2026-09-08T23:38:51.475Z,2026-09-08T23:44:09.058Z,2026-09-08T23:39:33.446Z,2026-09-08T23:44:09.066Z,released,0,0,0,"Implemented the exact Orphan check bullet and appended the complete 23:38Z POSTED block with all four receipts. Pushed commit 9f840d54866ff96ff80a769c3a413bcc750cf25a; staging now contains it at ac1a10f00a7f2d74fdf966392469d4a8a0068323. Fresh content, ancestry, diff, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-b15b,"Align two release-note files on staging to the posted text and append ## POSTED receipts (00:14Z–00:16Z Sep 9): 2026-09-08-project-links-hotfix-slack.md (#2193) and 2026-09-08-project-links-render-fix-slack.md (#2197) — docs only, worktree only",closed,yes,2026-09-09T00:16:58.239Z,2026-09-09T00:23:47.951Z,2026-09-09T00:17:28.964Z,2026-09-09T00:23:47.957Z,released,0,0,0,"Aligned both project-links release notes to the supplied posted text and appended complete 00:14Z and 00:16Z POSTED blocks with all eight receipts. Delivered commit 9639ae8877d6762a6bf22a8ef5d98396fd1add10 is contained in staging merge 9c1535739a82aa2e5903a3e84549b5a91f3683eb; fresh content, two-file scope, diff, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-b22b,"Append ## POSTED receipts (00:29Z Sep 9) to docs/release-notes/2026-09-08-header-pending-state-slack.md on staging — docs only, worktree only",closed,yes,2026-09-09T00:30:02.915Z,2026-09-09T00:33:17.828Z,2026-09-09T00:30:19.045Z,2026-09-09T00:33:17.860Z,released,0,0,0,"Appended the complete 00:29Z POSTED block with all four supplied receipts while preserving the existing four fenced bodies. Delivered commit 8332b905c724f5bfeaab2cb0dd8dfcca850700f8 is contained in staging merge 675fc8c7c69d5feb6c576cf89c0b1390db833cfc; fresh content, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-e682,"Append ## POSTED receipts to two release-note files on staging (#2191 cron history 23:04Z; #2192 auth outage typed outcomes 23:05Z) — docs only, worktree only",closed,yes,2026-09-08T23:05:13.708Z,2026-09-08T23:11:05.841Z,2026-09-08T23:05:55.311Z,2026-09-08T23:10:18.200Z,released,0,0,2,Supervisor merged docs PR #2194 into staging at 5f3a7f72c48272b281f4e8a4ab2af81bfde3b3d6. Fresh ancestry confirms delivered commit 24946295d36a0f8daa9cf6fd4f5340f6410db94f is reachable from origin/staging; worktree is clean. Both release-note files carry complete POSTED receipts and Status POSTED. External reference is the staging blob URL supplied by the supervisor.,,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-edca,"RELEASE NOTES DRAFT for PR #2196 → staging (P1.1 one frontend readiness model: no false bounces, privileged pages hold in place with Retry, one sign-in return-URL policy) — one file, four fenced bodies, draft only; worktree only",closed,yes,2026-09-08T23:21:21.765Z,2026-09-08T23:26:32.146Z,2026-09-08T23:21:44.574Z,2026-09-08T23:25:38.770Z,released,0,0,2,"Supervisor merged factory/wise-leopard-77 commit 5a2725d9249fa5a89e5a29c96404a70fcb366280 into epic at 4ed7c7bcb4e6f7edfa736400b6f5988faa6e07b4. Fresh ancestry confirms the delivered commit is reachable from origin/epic and the worktree is clean. The one-file four-body staging draft passed the fresh structural validator, with no Slack post attempted; supervisor will post after deployment.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-efe8,"RELEASE NOTES DRAFT for PR #2192 → staging (legacy bearer outage → 503 not 401; POST /auth/session never publishes a stale role; typed Firebase code extraction) — one file, four fenced bodies, draft only; worktree only",closed,yes,2026-09-08T22:58:28.787Z,2026-09-08T23:05:01.518Z,2026-09-08T22:59:14.307Z,2026-09-08T23:03:38.497Z,released,0,0,2,Supervisor merged factory/wise-leopard-77 commit 020cf796f10fde51cf34955ddd44e312489f0e34 into epic at 5a7fd471371628af6a15273ac1b9d2460fa9e220. Fresh ancestry and clean-tree checks passed. The four-body Markdown draft was structurally validated and is recorded at the epic-branch blob URL. No Slack post was attempted; supervisor will post after deployment.,,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db:unknown:codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-wise-leopard-77-d542243f-32aa-44da-bb43-2b16f2fdf0a1,no,,,cas-f421,"Land docs/release-notes/2026-09-09-admin-analytics-internal-exclusions-slack.md on staging (copy from factory/silent-spider-37 946d9b3ec), align to posted text, append ## POSTED receipts (01:23Z Sep 9) — docs only, worktree only",closed,yes,2026-09-09T01:24:03.827Z,2026-09-09T01:29:46.243Z,2026-09-09T01:24:35.895Z,2026-09-09T01:29:46.255Z,released,0,0,0,"Landed the source note from 946d9b3ec, applied the requested Identity filtering and Verification wording, and appended the complete 01:23Z POSTED block with four receipts. Delivered commit 9dd02bdef3ae90452e664828a2a66767b445b824 is contained in combined staging merge 280fcfce9f2ee590c5876c9a63fc040862152bdf; fresh source/body, scope, ancestry, clean-tree, and remote-parity proofs passed.",,,0,0,0,0,0,0,,2026-09-09,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-proud-finch-40-7a9f7640-5aa7-4f4b-91e2-16357fa18f2a,db:unknown:codex-proud-finch-40-7a9f7640-5aa7-4f4b-91e2-16357fa18f2a,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-proud-finch-40-7a9f7640-5aa7-4f4b-91e2-16357fa18f2a,no,,,cas-43a6,Signed-in cold /admin auth-session pair grows 137.5→367 ms after PR #2187 — apps/frontend/app/src/stores/auth-session.ts:89-205,closed,yes,2026-09-08T23:01:16.404Z,2026-09-08T23:46:43.801Z,2026-09-08T23:14:00.455Z,2026-09-08T23:45:07.712Z,released,0,0,1,"Supervisor accepted the deployed After and merged the report commit 66151483d into epic at 68745209a. Final evidence: served stamp 1788910244488; 10 cold signed-in /admin loads with unchanged instrument; measured requests/page 3→2, GET session 190.5ms Before→0 requests, POST 285.5→319ms, workspace-context 131.5→195.5ms, total auth/context median 606.5→493.5ms, comparable pair 455.5→493.5ms. Plain verdict: improved request graph; per-request latency was not universally lower. The 7829ms Before POST did not recur. Raw artifacts and after-summary.md are under /home/pippenz/.cas/artifacts/cas-43a6/. Report is appended and pushed. Legacy shell-marker assertion exited 1 only after valid timing artifacts flushed; caveat is documented.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-warm-jay-37-8810503f-f395-40c3-85f4-c1bf5631fcfe,db:unknown:codex-warm-jay-37-8810503f-f395-40c3-85f4-c1bf5631fcfe,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-warm-jay-37-8810503f-f395-40c3-85f4-c1bf5631fcfe,no,,,cas-91ab,"After PR #2193 on staging, signed-in /p/<slug> stays on the URL but never renders (spinner ≥15 s) and an unknown slug never canonicalises — project-route-guard decision does not complete / page does not mount",closed,yes,2026-09-08T23:22:44.405Z,2026-09-09T00:15:27.303Z,2026-09-08T23:23:32.079Z,2026-09-09T00:15:27.315Z,released,0,0,0,"Implemented and merged PR 2197; deployed staging tip is 741298195. Local evidence: red-first array-param regression reproduced the malformed `p,<slug>` loop; fixed guard reads the decoded first path segment, preserves sub-path/query, and skips same-target navigation. Focused route tests 12/12, middleware suite 77/77, frontend typecheck, production build, and clean-tree checks passed on 1dee70eb8. Deployed After passed via cosmic-fox-87 on 5 runs per cell at /home/pippenz/.cas/artifacts/cas-de96/gh2181-after-2197-corrected-5s/RUN.json (served stamp 1788911042050): valid /p/ideas/i rendered 5/5 with no redirect; unknown /p/does-not-exist/i canonicalised to /p/ideas/i 5/5 with exactly one redirect and no loop; foreign-workspace slug fell back to the default project; 0 console errors. The bare /p/<slug> URL is not a route, so the original bare-route cell was non-route. No separate verification dispatch ID was minted. Release-note draft is pushed at 44a1f13c4.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,0d820f3a-f7a2-40a2-b303-2260a1c3c297,db:unknown:0d820f3a-f7a2-40a2-b303-2260a1c3c297,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,0d820f3a-f7a2-40a2-b303-2260a1c3c297,no,,,cas-2be4,"P1.4 HONEST PENDING HEADER: the default layout renders neutral identity-pending controls until the readiness state settles (no Login button → account flash on public audit pages), one public-audit exemption predicate shared across locale-aware paths",closed,yes,2026-09-08T21:55:03.849Z,2026-09-09T00:31:13.435Z,2026-09-08T23:48:09.235Z,2026-09-09T00:28:46.405Z,released,0,0,1,"Delivered and proven on staging. Code: utils/public-audit-path.ts isPublicAuditPath (locale /es covered, /audits excluded) replacing 5 startsWith('/audit') sites + auth-utils prefix list, with a source-scan test forbidding new hand-rolled checks; components/auth/HeaderIdentityControls.vue (pending skeleton / anonymous Login / unavailable cloud_off retry→retryReadiness / authenticated slot); layouts/default.vue headerIdentityState = hydrated ? authStore.readiness : 'pending'; i18n en+es. Merged via epic 76df2f537 → PR 2200 → staging 14dd0d29f (served stamp 1788912991113); docs tip 5dd3a0423 merged into epic 1fea4b24a and staging via PR 2205 (49b0ced17). Gates: red-first vitest 32 new tests, full frontend vitest 3830/3831 (1 pre-existing nuxt-build-dependent test), nuxt typecheck 0, eslint clean on touched files. Before/After on deployed staging (tests/cas-2be4-pending-header.spec.ts, CDP throttle, 6 runs/identity): signed-in Login→account flash 5/5 → 0/5 (none → pending → account, no login); auth requests 2 → 2, per-request medians unchanged within noise; 0 redirects; audit visible immediately; anonymous outcome unchanged (Login, 0 auth requests) with the cold-load placeholder trade-off tasked as cas-981b. visual-qa strict 390/1280 dark: PASS with the pre-existing cas-fa81 allowlist (0 new issues). Screenshots graded (first-paint skeleton, settled account). Release-notes draft docs/release-notes/2026-09-08-header-pending-state-slack.md + report docs/reports/2026-09-09-cas-2be4-header-pending-state-before-after.md. Discovered bug tasked: cas-fa81. Verification ver-f00beadc09c8 approved.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-patient-crane-31-d9ce86ba-a031-4c28-a1c7-4f52126f7c46,db:unknown:codex-patient-crane-31-d9ce86ba-a031-4c28-a1c7-4f52126f7c46,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-patient-crane-31-d9ce86ba-a031-4c28-a1c7-4f52126f7c46,no,,,cas-accb,Orphaned impersonation cleanup returns to / instead of /sign-in — apps/frontend/app/src/stores/auth.ts:470-477,closed,yes,2026-09-08T22:58:17.008Z,2026-09-09T01:30:36.087Z,2026-09-08T23:48:19.258Z,2026-09-09T01:30:36.301Z,released,1,0,1,"After verified on staging served stamp 1788917375467 (PR #2211 df2658e15 plus merged cas-accb delivery): official tests/cas-11b7-impersonation-cleanup.spec.ts passed in 21.2s with shell-only disposable CAS_11B7_TARGET_UID. After artifact /home/pippenz/.cas/artifacts/cas-accb/after-1788917375467/orphan-cleanup.json records adminPathAfterCleanup=/sign-in, hasReturnUrl=true, targetBefore and targetAfter status 200/authenticated=true, noResponseBodies=true. Before /home/pippenz/.cas/artifacts/cas-accb/orphan-cleanup.json records / with no returnUrl and targetAfter authenticated=true; timeline /home/pippenz/.cas/artifacts/cas-accb/navigation-timeline.json records the old flow. Causal explanation recorded: old 09c196fdd admin-routes.global.ts:68-73 competed with the existing sign-in returnUrl push via /?redirect=<path>; current P1.1 readiness routing removes that race. cas-43a6's marker gate was the independent P1 regression and cas-62a3 now fixes no-marker orphan detection. Before/After evidence and target second-context survival are complete.",,,0,0,0,0,0,0,,2026-09-08,
gabber-studio,/home/pippenz/Petrastella/gabber-studio,codex-brave-eagle-54-fccdb770-96b0-412b-9024-a44481efdfeb,db:unknown:codex-brave-eagle-54-fccdb770-96b0-412b-9024-a44481efdfeb,db,/home/pippenz/Petrastella/gabber-studio/.cas/cas.db,,/home/pippenz/Petrastella/gabber-studio/.cas/logs,,,,,,,codex-brave-eagle-54-fccdb770-96b0-412b-9024-a44481efdfeb,no,,,cas-f263,"Frontend 401 interceptor must read the typed auth envelope (code AUTH_INVALID / context.retryable), not Firebase message strings — expired/revoked bearer no longer matches ""id-token-expired""",closed,yes,2026-09-08T22:56:27.198Z,2026-09-09T00:36:19.271Z,2026-09-08T23:48:20.260Z,2026-09-09T00:36:19.492Z,released,0,0,0,"After verification passed on staging served stamp 1788912991113 for deploy 14dd0d29f. The same 5 hard and 5 SPA cold-load instrument produced unchanged auth request counts: hard loads 2/page (POST auth/session median 473ms, GET workspace-context median 310ms), SPA controls 0/page. The Playwright exit-1 shell-text assertion is the documented pre-existing canonical /admin/system/health marker caveat; raw rows completed. CDP artifact /home/pippenz/.cas/artifacts/cas-f263/after/auth-recovery-cdp.json passed: identity-bearing typed AUTH_INVALID with stale bearer produced exactly one refresh POST to /v1/token after the probe (OPTIONS preflight excluded), one token-refreshed signal, zero logout requests, zero /sign-in navigations, final /privacy; anonymous typed AUTH_INVALID on /pricing produced zero refresh/logout/navigation and stayed /pricing. Report appended at /home/pippenz/.cas/artifacts/cas-f263/before-summary.md. Corrected tip 31439bf14 is pushed and merged to staging. No dispatch id was minted.",,,0,0,0,0,0,0,,2026-09-08,
